Year,Month,Day,CountryNo,Country,Region,City,success,AttackType,NoOfKills,PropertyValue,TargetType,latitude,GroupName,longitude,TargetSubType,Target,WeaponType,WeaponDetail
1970,3,14,65,Ethiopia,Sub-Saharan Africa,Unknown,1,Hostage Taking (Kidnapping),0,0,Journalists & Media,,Eritrean Liberation Front,,Newspaper Journalist/Staff/Facility,Film crew,Unknown,
1970,3,14,60,Egypt,Middle East & North Africa,Alexandria,1,Bombing/Explosion,0,0,Airports & Aircraft,31.198056,Unknown,29.919167,Aircraft (not at an airport),United Arab Airlines Flight Antonov 24 Acft,Explosives,Explosive
1970,3,14,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Military,40.697132,Left-Wing Militants,-73.931351,Military Barracks/Base/Headquarters/Checkpost,Army Reserve Building,Explosives,Explosive device
1970,3,14,217,United States,North America,Long Beach,1,Hijacking,0,0,Military,33.766725,Left-Wing Militants,-118.192399,Military Maritime,SS Columbia Eagle,Firearms,"Semiautomatic pistol, revolver, and fake bomb"
1970,3,15,217,United States,North America,San Juan,1,Bombing/Explosion,0,0,Business,18.386932,Puerto Rican Nationalists,-66.061127,Retail/Grocery/Bakery,Kresge's Department Store,Explosives,
1970,3,15,217,United States,North America,Billings,1,Bombing/Explosion,0,0,Police,45.783975,Unknown,-108.505794,Police Patrol (including vehicles and convoys),Billings Police car,Explosives,Car bomb
1970,3,16,217,United States,North America,San Bernardino,1,Facility/Infrastructure Attack,0,4000,Government (General),34.105245,White extremists,-117.294124,Politician or Political Party Movement/Meeting/Rally,Norris Gregory,Incendiary,Firebombs
1970,3,17,217,United States,North America,Los Angeles,1,Bombing/Explosion,0,0,Educational Institution,34.097866,Chicano Liberation Front,-118.407379,School/University/Educational Building,"Administration offices, Roosevelt High School",Explosives,Two bombs
1970,3,18,217,United States,North America,Lockland,1,Bombing/Explosion,0,0,Utilities,39.22683499999999,Unknown,-84.45330899999998,,Cincinnati Gas & Electric Company Booster Station,Explosives,Dynamite
1970,3,20,217,United States,North America,Portland,0,Bombing/Explosion,0,0,Military,45.511795,White extremists,-122.675629,Military Recruiting Station/Academy,United States Army Reserve Training Center in Portland Oregon,Incendiary,Two firebombs
1970,3,20,217,United States,North America,Detroit,1,Assassination,1,0,Private Citizens & Property,42.331685,White extremists,-83.047924,Named Civilian,Burton I. Gordin,Firearms,Three shots fired
1970,3,21,217,United States,North America,Washington,0,Bombing/Explosion,0,0,Government (General),38.908642,Left-Wing Militants,-77.015381,Head of State,President Richard Nixon,Explosives,The explosives within the letter bomb were strong enough to blow off a persons fingers.  The detonator contained a mousetrap which experts believed would not have been powerful enough to trigger the explosive.
1970,3,21,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Business,40.697132,Puerto Rican Resistance Movement,-73.931351,Retail/Grocery/Bakery,Bloomingdale's Department Store,Incendiary,"Cigarette box containing flammable material, batteries, and a watch mechanism"
1970,3,21,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Business,40.697132,Puerto Rican Resistance Movement,-73.931351,Retail/Grocery/Bakery,Alexander's Department Store,Incendiary,"Cigarette box containing flammable material, batteries, and a watch mechanism"
1970,3,22,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,Black Panthers,-73.931351,Bank/Commerce,"Nagler, Weissman & Company",Explosives,Pipe bomb with timer
1970,3,22,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Business,40.697132,Black Panthers,-73.931351,Bank/Commerce,"Chase-Manhattan Bank, Bronx branch",Explosives,Pipe bomb with timer
1970,3,22,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,Black Panthers,-73.931351,Entertainment/Cultural/Stadium/Casino,Electric  Circus,Explosives,Pipe bomb made of dynamite and small caliber ammunition with a clock detonator
1970,3,23,217,United States,North America,Orlando,1,Bombing/Explosion,0,0,Private Citizens & Property,28.538235,Strikers,-81.37738900000002,Labor Union Related,Local 1765 Orlando Headquarters,Explosives,Many sticks of dynamite
1970,3,24,160,Philippines,Southeast Asia,Angeles,1,Unknown,1,0,Military,15.153002,Unknown,120.591942,"Military Personnel (soldiers, troops, officers, forces)",officer,Unknown,
1970,3,24,58,Dominican Republic,Central America & Caribbean,Santo Domingo,1,Hostage Taking (Kidnapping),0,0,Military,18.456792,Dominican Popular Movement (MPD),-69.951164,"Military Personnel (soldiers, troops, officers, forces)","Lt. Col. Donal J. Crowley, U.S. Air attache",Unknown,
1970,3,24,11,Argentina,South America,Ituzaingo,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),-27.583246,Argentine Liberation Front (FAL),-56.683334,"Diplomatic Personnel (outside of embassy, consulate)","Waldemar Sanchez, paraguayan consul, Buenos Aires",Unknown,
1970,3,24,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,Unknown,-73.931351,Restaurant/Bar/Caf̩,Joe's Restaurant,Explosives,Brick tossed through a window then bomb tossed in afterwards
1970,3,24,217,United States,North America,Cleveland,1,Bombing/Explosion,0,0,Private Citizens & Property,41.479561,White extremists,-81.675461,Museum/Cultural Center/Cultural House,The Thinker statue,Explosives,Pipe bomb consisting of the equivalent of three sticks of dynamite
1970,3,24,217,United States,North America,Richmond,1,Bombing/Explosion,0,0,Police,37.93781,Black Nationalists,-122.342709,Police Security Forces/Officers,House of Police Officer,Explosives,Homemade bomb
1970,3,27,217,United States,North America,San Francisco,1,Bombing/Explosion,0,5000,Police,37.755363,Black Nationalists,-122.443352,Police Security Forces/Officers,San Francisco Police Officers frequenting Trovatore Tavern,Explosives,
1970,3,29,11,Argentina,South America,Buenos Aires,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),-34.61768,Argentine National Organization Movement (MANO),-58.444435,"Diplomatic Personnel (outside of embassy, consulate)","Yuri Pivovarov, commercial attache",Unknown,
1970,3,29,110,Lebanon,Middle East & North Africa,Beirut,1,Bombing/Explosion,0,0,Government (Diplomatic),33.888523,Popular Front for the Liberation of Palestine (PFLP),35.503513,Embassy/Consulate,U.S. Embassy,Explosives,Explosive
1970,3,30,217,United States,North America,Biggsville,1,Facility/Infrastructure Attack,0,105000,Government (General),40.85122,Left-Wing Militants,-90.864369,Government Building/Facility/Office,Selective Service office in Biggsville Illinois,Incendiary,
1970,3,30,217,United States,North America,Fort Benning,1,Facility/Infrastructure Attack,0,0,Military,32.3575,Left-Wing Militants,-84.95623,Military Barracks/Base/Headquarters/Checkpost,"Military courthouse, Fort Benning Georgia",Incendiary,Firebomb thrown from a car
1970,3,31,83,Guatemala,Central America & Caribbean,Guatemala City,1,Hostage Taking (Kidnapping),1,0,Government (Diplomatic),14.622869,Rebel Armed Forces of Guatemala (FAR),-90.529068,"Diplomatic Personnel (outside of embassy, consulate)","Count Karl Von Spreti, ambassador to Guatemala",Unknown,
1970,3,31,101,Japan,East Asia,Fukouka,1,Hijacking,0,0,Airports & Aircraft,33.580412,Japanese Red Army (JRA),130.396361,Aircraft (not at an airport),Boeing 727,Explosives,Swords; Bomb; Knives
1970,3,31,217,United States,North America,Washington,0,Bombing/Explosion,0,0,Government (General),38.908642,Left-Wing Militants,-77.015381,"Government Personnel (excluding police, military)",Curtis W. Tarr,Explosives,The explosives within the letter bomb were strong enough to blow off a persons fingers.  The detonator contained a mousetrap which experts believed would not have been powerful enough to trigger the explosive.
1970,3,31,217,United States,North America,Seattle,1,Bombing/Explosion,0,0,Educational Institution,47.610786,Student Radicals,-122.331306,School/University/Educational Building,Jeeps owned by the University of Washington,Explosives,
1970,4,0,65,Ethiopia,Sub-Saharan Africa,Unknown,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),,Eritrean Liberation Front,,"Diplomatic Personnel (outside of embassy, consulate)","Jack Fry, peace corps official",Unknown,
1970,4,1,217,United States,North America,East Lansing,1,Bombing/Explosion,0,500,Educational Institution,42.7375,Student Radicals,-84.483779,School/University/Educational Building,Michigan State University administration building,Explosives,Explosive devices made of firecrackers
1970,4,1,217,United States,North America,Ithaca,1,Facility/Infrastructure Attack,0,100000,Educational Institution,42.455233,White extremists,-76.475847,School/University/Educational Building,Building housing Africana Studies and Research Center,Incendiary,
1970,4,1,217,United States,North America,Houston,1,Facility/Infrastructure Attack,0,0,Military,29.813822,Student Radicals,-95.365295,Military Recruiting Station/Academy,Naval R.O.T.C. at Rice University,Incendiary,Kerosene poured along the side of the building and set on fire
1970,4,2,160,Philippines,Southeast Asia,Mabalacat City,1,Unknown,2,0,Military,15.185916,New People's Army (NPA),120.54187,"Military Personnel (soldiers, troops, officers, forces)",Airmen,Unknown,
1970,4,2,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Business,40.697132,Left-Wing Militants,-73.931351,Bank/Commerce,"Chase-Manhattan Bank, Bronx branch",Explosives,Twelve inch pipe bomb capped at both ends
1970,4,3,96,Ireland,Western Europe,Dublin,1,Armed Assault,1,0,Business,53.361675,Saor Eire (Irish Republican Group),-6.245485,Bank/Commerce,"Richard Fallon, 42, Garda Siochana",Firearms,Firearm
1970,4,4,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Business,40.697132,Left-Wing Militants,-73.931351,Bank/Commerce,"Banco de Ponce, Bronx Branch",Explosives,Fifteen inch pipe bomb capped at both ends
1970,4,4,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Private Citizens & Property,40.697132,Left-Wing Militants,-73.931351,"Public Area (garden, parking lot, garage, beach, public building, camp)",135th Street and Brook Avenues,Explosives,Fifteen inch pipe bomb capped at both ends
1970,4,4,217,United States,North America,Pullman,1,Facility/Infrastructure Attack,0,700000,Educational Institution,46.731958,Student Radicals,-117.162603,School/University/Educational Building,Rogers Field Stadium,Incendiary,Arson
1970,4,5,30,Brazil,South America,Porto Alegre,0,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),-30.034108,Popular Revolutionary Vanguard (VPR),-51.217839,"Diplomatic Personnel (outside of embassy, consulate)","Curtis C. Cutter, U.S. consul, Porto Alegre",Unknown,
1970,4,5,11,Argentina,South America,Buenos Aires,1,Armed Assault,0,15000,Military,-34.61768,Argentine Liberation Front (FAL),-58.444435,Military Barracks/Base/Headquarters/Checkpost,HQ. Patricios Infantry Regiment,Firearms,Automatic firearms
1970,4,5,217,United States,North America,Trona,1,Bombing/Explosion,0,0,Utilities,35.76625,Strikers,-117.370674,Electricity,Power line pole,Explosives,Dynamite blast
1970,4,5,217,United States,North America,Trona,1,Facility/Infrastructure Attack,0,0,Business,35.76625,Strikers,-117.370674,Industrial/Textiles/Factory,Barracks of American Potash and Chemical Company,Incendiary,Fire ignited with a flammable liquid
1970,4,5,217,United States,North America,New York City,0,Bombing/Explosion,0,0,NGO,40.697132,Unknown,-73.931351,International NGO,West Side Branch of Young Women's Christian Association in Manhattan New York,Explosives,Six inch tube filled with powder and a detonating device
1970,4,5,217,United States,North America,Houston,1,Facility/Infrastructure Attack,0,50000,Educational Institution,29.813822,Student Radicals,-95.365295,School/University/Educational Building,"Office of dean of students, Rice University",Incendiary,
1970,4,8,217,United States,North America,Lawrence,1,Bombing/Explosion,0,0,Business,38.97306500000001,Unknown,-95.236534,Bank/Commerce,"Anchor Savings & Loan, Lawrence Kansas",Explosives,
1970,4,8,217,United States,North America,Baxter Springs,1,Bombing/Explosion,0,0,Private Citizens & Property,37.023676,Strikers,-94.735504,Unnamed Civilian/Unspecified,Individual at strike bound company,Explosives,Homemade bomb
1970,4,8,217,United States,North America,Los Angeles,1,Facility/Infrastructure Attack,0,100000,Educational Institution,34.097866,Chicano Liberation Front,-118.407379,School/University/Educational Building,"Administration building, Roosevelt High School",Incendiary,Arson
1970,4,9,217,United States,North America,East St. Louis,1,Bombing/Explosion,0,30000,Business,38.62442100000001,Unknown,-90.150603,Industrial/Textiles/Factory,Large shovel crane,Explosives,Dynamite explosion
1970,4,11,217,United States,North America,San Diego,1,Bombing/Explosion,0,0,Military,32.715695,Left-Wing Militants,-117.161719,Military Barracks/Base/Headquarters/Checkpost,Imperial Beach Naval Air Station,Explosives,Explosive device
1970,4,11,217,United States,North America,Ithaca,1,Facility/Infrastructure Attack,0,0,Educational Institution,42.455233,Student Radicals,-76.475847,School/University/Educational Building,"Olin Library, McGraw Hall, and Morrill Hall",Incendiary,Molotov Cocktail
1970,4,11,217,United States,North America,Freeport,1,Facility/Infrastructure Attack,0,250000,Business,28.949564,Unknown,-95.344371,Industrial/Textiles/Factory,"Dow Chemical Company plant, Freeport Texas",Incendiary,Explosion and fire
1970,4,13,217,United States,North America,Berkeley,1,Bombing/Explosion,0,25000,Utilities,37.874043,New World Liberation Front (NWLF),-122.280022,Electricity,High woltage power line,Explosives,Explosive
1970,4,13,217,United States,North America,Kansas City,1,Bombing/Explosion,0,0,Educational Institution,39.176086,Unknown,-94.574127,School/University/Educational Building,Unknown,Explosives,
1970,4,13,217,United States,North America,Kansas City,1,Bombing/Explosion,0,0,Religious Figures/Institutions,39.176086,Unknown,-94.574127,Place of Worship,"Linwood Methodist Church, Kansas City",Explosives,
1970,4,13,217,United States,North America,Kansas City,1,Bombing/Explosion,0,0,Police,39.176086,Unknown,-94.574127,"Police Building (headquarters, station, school)",Kansas City Police Academy,Explosives,
1970,4,14,217,United States,North America,Trona,1,Bombing/Explosion,0,0,Business,35.76625,Strikers,-117.370674,Industrial/Textiles/Factory,"American Potash Plant, Trona California",Explosives,Dynamite placed in sewer
1970,4,14,217,United States,North America,Long Beach,0,Bombing/Explosion,0,0,Educational Institution,33.783824,Student Radicals,-118.11409,School/University/Educational Building,Science Building,Explosives,
1970,4,14,217,United States,North America,Los Angeles,0,Bombing/Explosion,0,0,Business,34.097866,Unknown,-118.407379,Retail/Grocery/Bakery,"May Company Department Store, Los Angeles",Explosives,"Stick of dynamite, cigarette explosive device, cloth rag, kerosene, and matches"
1970,4,15,102,Jordan,Middle East & North Africa,Amman,1,Bombing/Explosion,0,100000,Government (Diplomatic),31.950001,Popular Front for the Liberation of Palestine (PFLP),35.933331,Embassy/Consulate,US Embassy,Explosives,Automatic firearms; Explosives
1970,4,15,217,United States,North America,Los Angeles,1,Facility/Infrastructure Attack,0,0,Private Citizens & Property,34.097866,Cuban Exiles,-118.407379,Political Party Member/Rally,Building owned by pro-Castro sympathizers,Incendiary,Chemical-type firebomb
1970,4,15,217,United States,North America,Los Angeles,1,Facility/Infrastructure Attack,0,75000,Educational Institution,34.097866,Chicano Liberation Front,-118.407379,School/University/Educational Building,"Board of Education administration building, Los Angeles",Incendiary,Arson
1970,4,15,217,United States,North America,Los Angeles,1,Facility/Infrastructure Attack,0,20000,Educational Institution,34.097866,Chicano Liberation Front,-118.407379,School/University/Educational Building,"Storage structure, Roosevelt High School",Incendiary,Arson
1970,4,16,217,United States,North America,Kansas City,1,Bombing/Explosion,0,0,Business,39.176086,Unknown,-94.574127,Restaurant/Bar/Caf̩,Plaza III Restaurant,Explosives,Sophisticated time bomb device
1970,4,16,217,United States,North America,Kansas City,1,Bombing/Explosion,0,0,Private Citizens & Property,39.176086,Unknown,-94.574127,"Public Area (garden, parking lot, garage, beach, public building, camp)",Waltower Building,Explosives,Sophisticated time bomb device
1970,4,16,217,United States,North America,Kansas City,1,Bombing/Explosion,0,0,Private Citizens & Property,39.176086,Unknown,-94.574127,"Public Area (garden, parking lot, garage, beach, public building, camp)",Argyle Building,Explosives,Sophisticated time bomb device
1970,4,16,217,United States,North America,Trona,1,Bombing/Explosion,0,0,Business,35.76625,Strikers,-117.370674,Industrial/Textiles/Factory,"American Potash Plant, Trona California",Explosives,Dynamite
1970,4,17,217,United States,North America,Oakland,1,Armed Assault,0,0,Police,37.791927,Black Panthers,-122.225906,Police Patrol (including vehicles and convoys),Oakland Police Paddy Wagon,Firearms,Automatic weapons and fragmentation grenades
1970,4,19,217,United States,North America,Seattle,1,Bombing/Explosion,0,2000,Religious Figures/Institutions,47.610786,White extremists,-122.331306,Place of Worship,Japanese Presbyterian Church,Explosives,All four bombs went off in a span of 90 minutes.
1970,4,19,217,United States,North America,Seattle,1,Bombing/Explosion,0,4000,Business,47.610786,White extremists,-122.331306,,Hardcastle Realty,Explosives,All four bombs went off in a span of 90 minutes.
1970,4,19,217,United States,North America,Seattle,1,Bombing/Explosion,0,2000,Business,47.610786,White extremists,-122.331306,Restaurant/Bar/Caf̩,Drive-in Hamburger Restaurant,Explosives,All four bombs went off in a span of 90 minutes.
1970,4,19,217,United States,North America,Seattle,1,Bombing/Explosion,0,1000,Government (General),47.610786,White extremists,-122.331306,Politician or Political Party Movement/Meeting/Rally,David G. Sprague,Explosives,All four bombs went off in a span of 90 minutes.
1970,4,19,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Police,40.697132,Black Nationalists,-73.931351,Police Patrol (including vehicles and convoys),Corrections Officer's Car,Explosives,Lighted cigarette attached to bomb fuse
1970,4,20,217,United States,North America,Lawrence,1,Facility/Infrastructure Attack,0,3000000,Educational Institution,38.954344,Student Radicals,-95.255796,School/University/Educational Building,Student Union,Incendiary,Arson
1970,4,21,160,Philippines,Southeast Asia,Cauayan,1,Bombing/Explosion,36,2000000,Airports & Aircraft,,Unknown,,Aircraft (not at an airport),Philippines Airlines Aircraft,Explosives,Explosive
1970,4,21,217,United States,North America,Los Angeles,1,Facility/Infrastructure Attack,0,30000,Business,34.097866,Left-Wing Militants,-118.407379,Bank/Commerce,Boyle Heights branch of Bank of America in Los Angeles,Incendiary,Three gasoline Molotov cocktails
1970,4,22,217,United States,North America,Trona,1,Bombing/Explosion,0,0,Business,35.76625,Strikers,-117.370674,Industrial/Textiles/Factory,Salt-water pipeline,Explosives,
1970,4,22,217,United States,North America,Berkeley,1,Facility/Infrastructure Attack,0,0,Educational Institution,37.874043,Student Radicals,-122.280022,School/University/Educational Building,T-9 building,Incendiary,Firebomb
1970,4,22,217,United States,North America,Berkeley,0,Facility/Infrastructure Attack,0,0,Educational Institution,37.874043,Student Radicals,-122.280022,School/University/Educational Building,T-7 building,Incendiary,
1970,4,22,217,United States,North America,Milwaukee,1,Facility/Infrastructure Attack,0,0,Government (General),43.064388,Student Radicals,-87.966202,Government Building/Facility/Office,Schmidt Building,Incendiary,Firebomb
1970,4,22,217,United States,North America,Champaign,0,Facility/Infrastructure Attack,0,0,Police,40.102408,Student Radicals,-88.227159,"Police Building (headquarters, station, school)","University Police Station, Urbana Illinois",Incendiary,Petrol bomb
1970,4,22,217,United States,North America,Redlands,1,Facility/Infrastructure Attack,0,40000,Educational Institution,34.06268499999999,Left-Wing Militants,-117.163181,School/University/Educational Building,"Administrative building and Hall of Letters, Redlands University",Incendiary,Molotov cocktail and a soft drink bottle filled with an inflammable liquid lit by matches
1970,4,23,217,United States,North America,Aguada,0,Bombing/Explosion,0,0,Military,18.379626,Armed Commandos of Liberation,-67.18842099999999,Military Barracks/Base/Headquarters/Checkpost,U.S. Navy Relay Power Station,Explosives,51 bombs were found minutes before they were set to explode.
1970,4,23,217,United States,North America,Aguada,0,Bombing/Explosion,0,0,Telecommunication,18.379626,Armed Commandos of Liberation,-67.18842099999999,Telephone/Telegraph,Motorola,Explosives,51 bombs were found minutes before they were set to explode.
1970,4,23,217,United States,North America,Aguada,0,Bombing/Explosion,0,0,Telecommunication,18.379626,Armed Commandos of Liberation,-67.18842099999999,Telephone/Telegraph,International Telephone and Telegraph,Explosives,51 bombs were found minutes before they were set to explode.
1970,4,23,217,United States,North America,Aguada,0,Bombing/Explosion,0,0,Police,18.379626,Armed Commandos of Liberation,-67.18842099999999,"Police Building (headquarters, station, school)",Police telecommunication devices,Explosives,51 bombs were found minutes before they were set to explode.
1970,4,24,217,United States,North America,Palo Alto,1,Facility/Infrastructure Attack,0,100000,Educational Institution,37.424305,Student Radicals,-122.143913,School/University/Educational Building,Center for Advanced Studies in Behavioral Sciences,Incendiary,Two firebombs thrown through windows in separate parts of the building
1970,4,24,217,United States,North America,Baltimore,1,Armed Assault,1,0,Police,39.308342,Black Panthers,-76.616104,Police Security Forces/Officers,Baltimore Police Officers,Firearms,.45 caliber semi-automatic pistol and .38 caliber pistol
1970,4,24,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Military,40.697132,Left-Wing Militants,-73.931351,Military Recruiting Station/Academy,"Army and Air Force Recruiting Office, Harlem New York",Explosives,Homemade pipe bomb
1970,4,24,217,United States,North America,New York City,0,Assassination,0,0,Government (Diplomatic),40.697132,The World United Formosans for Independence (WUFI),-73.931351,"Diplomatic Personnel (outside of embassy, consulate)",Chiang Ching-kuo,Firearms,Black automated pistol
1970,4,25,209,Turkey,Middle East & North Africa,Istanbul,1,Bombing/Explosion,0,0,Airports & Aircraft,41.106178,Palestinians,28.689863,Airline Officer/Personnel,EL AL Office,Explosives,Explosive
1970,4,25,217,United States,North America,Philadelphia,1,Facility/Infrastructure Attack,0,0,Educational Institution,40.008171,Left-Wing Militants,-75.13549,School/University/Educational Building,"Office of Community Relations, College Hall",Incendiary,Molotov Cocktails
1970,4,25,217,United States,North America,East Lansing,1,Bombing/Explosion,0,333,Business,42.7375,Left-Wing Militants,-84.483779,Bank/Commerce,East Lansing State Bank,Explosives,Explosive taped to window
1970,4,25,217,United States,North America,East Lansing,1,Bombing/Explosion,0,333,Business,42.7375,Left-Wing Militants,-84.483779,Bank/Commerce,"First National Bank, East Lansing",Explosives,Explosive taped to window
1970,4,25,217,United States,North America,East Lansing,1,Bombing/Explosion,0,333,Business,42.7375,Left-Wing Militants,-84.483779,Bank/Commerce,East Lansing Savings & Loan,Explosives,Explosive taped to window
1970,4,26,217,United States,North America,Baton Rouge,1,Bombing/Explosion,0,100000,Government (General),30.443335,Black Nationalists,-91.186994,Government Building/Facility/Office,State Capitol,Explosives,Explosive
1970,4,26,217,United States,North America,Baton Rouge,1,Bombing/Explosion,0,0,Food or Water Supply,30.443335,Black Nationalists,-91.186994,Water Supply,Unknown,Explosives,
1970,4,26,217,United States,North America,Robbinsdale,1,Bombing/Explosion,0,0,Government (General),45.031807,Left-Wing Militants,-93.336547,Government Building/Facility/Office,"Robbinsdale Selective Service Office, Local Board Number 51",Explosives,
1970,4,27,217,United States,North America,Iowa City,1,Bombing/Explosion,0,20000,Business,41.657825,Black Nationalists,-91.526534,,Unknown,Explosives,Explosives
1970,4,27,217,United States,North America,New Haven,1,Facility/Infrastructure Attack,0,2500,Educational Institution,41.312065,Student Radicals,-72.928288,School/University/Educational Building,Yale Law School Library,Incendiary,
1970,4,27,217,United States,North America,Evanston,1,Facility/Infrastructure Attack,0,15000,Educational Institution,42.056459,Student Radicals,-87.675267,School/University/Educational Building,Department of Linguistics Building,Incendiary,Arson
1970,4,27,217,United States,North America,Fullerton,0,Bombing/Explosion,0,0,Educational Institution,33.882923,Student Radicals,-117.929104,School/University/Educational Building,"Science Building at California State University, Fullerton",Explosives,Seven sticks of dynamite
1970,4,27,217,United States,North America,Ames,0,Facility/Infrastructure Attack,0,0,Private Citizens & Property,42.025345,Left-Wing Militants,-93.620199,Named Civilian,Judge John McKinney,Incendiary,Incendiary device
1970,4,27,217,United States,North America,St. Charles,1,Bombing/Explosion,0,0,Private Citizens & Property,38.788097,Unknown,-90.497479,Laborer (General)/Occupation Identified,Unknown,Explosives,Dynamite
1970,4,28,362,West Germany (FRG),Western Europe,West Berlin,1,Facility/Infrastructure Attack,0,0,Business,52.50153,Extraparliamentary Opposition (APO),13.401851,Bank/Commerce,Bank,Incendiary,Molotov cocktails
1970,4,28,499,East Germany (GDR),Eastern Europe,Berlin,1,Facility/Infrastructure Attack,0,0,Government (General),52.50153,Unknown,13.401851,Judge/Attorney/Court,Court Bldg,Incendiary,Incendiary
1970,4,29,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Police,40.697132,Black Nationalists,-73.931351,"Police Building (headquarters, station, school)",West 123d Street Police Station in Harlem,Explosives,"Eighteen inch pipe bomb with one inch diameter, both ends filled with low order powder"
1970,4,30,217,United States,North America,Baton Rouge,0,Bombing/Explosion,0,0,Business,30.443335,Black Nationalists,-91.186994,Entertainment/Cultural/Stadium/Casino,Unknown,Explosives,Fourteen sticks of dynamite connected to a tiny clock
1970,5,0,217,United States,North America,Boston,1,Facility/Infrastructure Attack,0,0,Religious Figures/Institutions,42.290156,Black Nationalists,-71.04897,Place of Worship,St. Anne's Church,Incendiary,Arson
1970,5,0,217,United States,North America,Rio Piedras,1,Bombing/Explosion,0,0,Business,18.386932,Puerto Rican Nationalists,-66.061127,Restaurant/Bar/Caf̩,Burger King across the street from the University of Puerto Rico,Explosives,Bomb
1970,5,1,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Military,40.697132,Left-Wing Militants,-73.931351,Military Recruiting Station/Academy,Joint Armed Services Recruiting Booth at 600 West 168th Street,Incendiary,Firebomb that consisted of glass containers thrown into recruiting booth
1970,5,1,217,United States,North America,Greencastle,1,Bombing/Explosion,0,0,Military,39.640397,Student Radicals,-86.861622,Military Recruiting Station/Academy,"R.O.T.C. Office, DePauw University",Explosives,Explosion causing a fire
1970,5,1,217,United States,North America,New Haven,1,Bombing/Explosion,0,0,Educational Institution,41.316324,Student Radicals,-72.92234300000001,School/University/Educational Building,Ingalls Skating Rink,Explosives,Black power used for explosive
1970,5,1,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,Armed Revolutionary Independence Movement (MIRA),-73.931351,Entertainment/Cultural/Stadium/Casino,Dale Theater,Explosives,Three concussion bombs
1970,5,1,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,Armed Revolutionary Independence Movement (MIRA),-73.931351,Entertainment/Cultural/Stadium/Casino,Paradise Theater,Explosives,One concussion bomb
1970,5,1,217,United States,North America,Champaign,1,Facility/Infrastructure Attack,0,0,Business,40.1142,Revolutionary Force 26,-88.243499,Retail/Grocery/Bakery,Lincoln Square Mall,Incendiary,Firebomb
1970,5,1,217,United States,North America,Champaign,1,Facility/Infrastructure Attack,0,0,Business,40.1142,Revolutionary Force 26,-88.243499,Retail/Grocery/Bakery,Jos. Kuhn Company,Incendiary,Firebomb
1970,5,4,158,Paraguay,South America,Asuncion,1,Assassination,1,0,Government (Diplomatic),-25.282773,Palestinians,-57.63561,"Diplomatic Personnel (outside of embassy, consulate)","Wife, 1st sec. Israli Emb + an employee (wounded)",Firearms,Automatic firearm
1970,5,4,217,United States,North America,Jennings,1,Facility/Infrastructure Attack,0,0,Government (General),39.645039,Strikers,-79.183128,Politician or Political Party Movement/Meeting/Rally,"Barbershop whose owner was not a union member in Jennings, Maryland",Incendiary,Firebomb
1970,5,4,217,United States,North America,Chapel Hill,1,Bombing/Explosion,0,0,Military,35.904912,Student Radicals,-79.046913,Military Recruiting Station/Academy,"R.O.T.C. Office, University of North Carolina",Explosives,Plastic explosive
1970,5,4,217,United States,North America,Norman,1,Facility/Infrastructure Attack,0,0,Government (General),35.22076,Left-Wing Militants,-97.446599,Government Building/Facility/Office,"Selective Service office, Norman Oklahoma",Incendiary,Bricks thrown at window and then firebombed
1970,5,4,217,United States,North America,Maryville,1,Facility/Infrastructure Attack,0,0,Military,40.347457,Left-Wing Militants,-94.872909,Military Transportation/Vehicle (excluding convoys),Vehicle compound of Missouri National Guard,Incendiary,Two Molotov cocktails
1970,5,5,499,East Germany (GDR),Eastern Europe,Berlin,1,Facility/Infrastructure Attack,0,0,Government (Diplomatic),52.50153,Extraparliamentary Opposition (APO),13.401851,Embassy/Consulate,American-Haus,Incendiary,Incendiary
1970,5,5,217,United States,North America,Lewiston,1,Facility/Infrastructure Attack,0,250000,Military,46.404973,Left-Wing Militants,-117.009341,Military Barracks/Base/Headquarters/Checkpost,"National Guard Armory, Lewiston Idaho",Incendiary,Gasoline firebomb tossed over fence
